헤브론스타국가코드,현지언어국가명,영문국가명,시간,대륙,GDP,인구,지역,기업식별코드,현지언어기업명,영문기업명,현지언어한줄소개내용,영문한줄소개내용,현지언어기업소개내용,영문기업소개내용,설립일자,법인등록번호,사업자등록번호,기업대표전화번호,대표팩스번호,대표이메일,기업홈페이지URL,페이스북URL,인스타그램URL,유튜브URL,링크드인URL,트위터핸들,현지언어기업주소,영문기업주소,현지언어기업상세주소,영문기업상세주소,기업우편번호,기업종업원,외감법인구분,기업연수,기업상태,현지언어담당자명,영문담당자명,현지언어직위명,영문직위명,담당자부서명,담당자전화번호,담당자팩스번호,담당자이메일,담당자팩스번호,회계연도,유동자산금액,비유동자산금액,자산총계금액,유동부채금액,비유동부채금액,부채총계금액,자본총계금액,부채자본총계금액,매출액,매출원가금액,판매비관리비금액,영업이익손실금액,금융수익금액,금융비용금액,기타영업외수익금액,기타영업외비용금액,법인세차감전순이익,법인세비용,당기순이익,영업활동현금흐름금액,투자활동현금흐름금액,재무활동현금흐름금액,기초현금자산금액,기말현금자산금액,부채비율,영업이익율,매출액증가율,영업이익증가율,당기순이익 증가율,기업 CAGR,현지언어산업군명,영문산업군명,현지언어주요제품명내용,영문주요제품명내용,국가언어코드,현지언어언어명,영문언어명,주식시장코드,현지언어주식시장명,영문주식시장명,상장코드,상장일자,주가(일),주가(1주),주가(1개월),주가(6개월),주가(1년),주가(3년),주가(5년),주가(10년),거래량,시가총액,지점코드,지점명,주소,주소상세,우편번호,사업자등록번호,이벤트,통화구분코드,화폐단위명,담당자,소스,날짜
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSENERGY TRANSITION PARTNERS B.V. TREASURY SHARES,ENERGY TRANSITION PARTNERS B.V. TREASURY SHARES,ENERGY TRANSITION PARTNERS B.V. TREASURY SHARES,ENERGY TRANSITION PARTNERS B.V. TREASURY SHARES(English: ENERGY TRANSITION PARTNERS B.V. TREASURY SHARES) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,ENERGY TRANSITION PARTNERS B.V. TREASURY SHARES(English: ENERGY TRANSITION PARTNERS B.V. TREASURY SHARES) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,ENERGY TRANSITION PARTNERS B.V. TREASURY SHARES(English: ENERGY TRANSITION PARTNERS B.V. TREASURY SHARES) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,ENERGY TRANSITION PARTNERS B.V. TREASURY SHARES(English: ENERGY TRANSITION PARTNERS B.V. TREASURY SHARES) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,,,,,,,https://live.euronext.com/en/product/equities/NL0015000F90-XAMS/entp-treas-shares/entpt/quotes,,,,,,Nederland,Netherlands,"Nederland, Europe","Netherlands, Europe",,,,,Active,,,CONTACT,CONTACT,ENERGY TRANSITION PARTNERS B.V. TREASURY SHARES,,,https://live.euronext.com/en/product/equities/NL0015000F90-XAMS/entp-treas-shares/entpt/quotes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3020, Financial Services","3020, Financial Services","30205000, Open End and Miscellaneous Investment Vehicles","30205000, Open End and Miscellaneous Investment Vehicles",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,ENTPT,,,,,,,,,,,,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSENERGY TRANSITION PARTNERS B.V. WARRANTS,ENERGY TRANSITION PARTNERS B.V. WARRANTS,ENERGY TRANSITION PARTNERS B.V. WARRANTS,ENERGY TRANSITION PARTNERS B.V. WARRANTS(English: ENERGY TRANSITION PARTNERS B.V. WARRANTS) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,ENERGY TRANSITION PARTNERS B.V. WARRANTS(English: ENERGY TRANSITION PARTNERS B.V. WARRANTS) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,ENERGY TRANSITION PARTNERS B.V. WARRANTS(English: ENERGY TRANSITION PARTNERS B.V. WARRANTS) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,ENERGY TRANSITION PARTNERS B.V. WARRANTS(English: ENERGY TRANSITION PARTNERS B.V. WARRANTS) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,,,,,,,https://live.euronext.com/en/product/equities/NL0015000FD2-XAMS/entp-warrants/entpw/quotes,,,,,,Nederland,Netherlands,"Nederland, Europe","Netherlands, Europe",,,,,Active,,,CONTACT,CONTACT,ENERGY TRANSITION PARTNERS B.V. WARRANTS,,,https://live.euronext.com/en/product/equities/NL0015000FD2-XAMS/entp-warrants/entpw/quotes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3020, Financial Services","3020, Financial Services","30205000, Open End and Miscellaneous Investment Vehicles","30205000, Open End and Miscellaneous Investment Vehicles",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,ENTPW,,0.4868 EUR,0.487 EUR,0.487 EUR,,0.675 EUR,,,,"12,151",14.198M,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSENERGY TRANSITION PARTNERS B.V. WARRANTS,ENERGY TRANSITION PARTNERS B.V. WARRANTS,ENERGY TRANSITION PARTNERS B.V. WARRANTS,ENERGY TRANSITION PARTNERS B.V. WARRANTS(English: ENERGY TRANSITION PARTNERS B.V. WARRANTS) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,ENERGY TRANSITION PARTNERS B.V. WARRANTS(English: ENERGY TRANSITION PARTNERS B.V. WARRANTS) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,ENERGY TRANSITION PARTNERS B.V. WARRANTS(English: ENERGY TRANSITION PARTNERS B.V. WARRANTS) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,ENERGY TRANSITION PARTNERS B.V. WARRANTS(English: ENERGY TRANSITION PARTNERS B.V. WARRANTS) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,,,,,,,https://live.euronext.com/en/product/equities/NL0015000FD2-XAMS/entp-warrants/entpw/quotes,,,,,,Nederland,Netherlands,"Nederland, Europe","Netherlands, Europe",,,,,Active,,,CONTACT,CONTACT,ENERGY TRANSITION PARTNERS B.V. WARRANTS,,,https://live.euronext.com/en/product/equities/NL0015000FD2-XAMS/entp-warrants/entpw/quotes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3020, Financial Services","3020, Financial Services","30205000, Open End and Miscellaneous Investment Vehicles","30205000, Open End and Miscellaneous Investment Vehicles",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,ENTPW,,0.4868 EUR,0.487 EUR,0.487 EUR,,0.675 EUR,,,,"12,151",14.198M,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSENVIPCO,ENVIPCO,ENVIPCO,ENVIPCO(English: ENVIPCO) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,ENVIPCO(English: ENVIPCO) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,ENVIPCO(English: ENVIPCO) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,ENVIPCO(English: ENVIPCO) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,,,,,,,https://live.euronext.com/en/product/equities/NL0015000GX8-XAMS/envipco/envi/quotes,,,,,,Nederland,Netherlands,"Nederland, Europe","Netherlands, Europe",,,,,Active,,,CONTACT,CONTACT,ENVIPCO,,,https://live.euronext.com/en/product/equities/NL0015000GX8-XAMS/envipco/envi/quotes,,2021,,,,,,,,,38.444천 유로,,,2.100천 유로,,0천 유로,,,,,726천 유로,,,,,,,,,,,,"5020, Industrial Goods and Services","5020, Industrial Goods and Services","50202030, Electronic Equipment: Pollution Control","50202030, Electronic Equipment: Pollution Control",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,ENVI,,2.61 EUR,3.00 EUR,3.00 EUR,,4.25 EUR,,,,"6,499",120.194M,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSENVIPCO,ENVIPCO,ENVIPCO,ENVIPCO(English: ENVIPCO) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,ENVIPCO(English: ENVIPCO) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,ENVIPCO(English: ENVIPCO) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,ENVIPCO(English: ENVIPCO) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,,,,,,,https://live.euronext.com/en/product/equities/NL0015000GX8-XAMS/envipco/envi/quotes,,,,,,Nederland,Netherlands,"Nederland, Europe","Netherlands, Europe",,,,,Active,,,CONTACT,CONTACT,ENVIPCO,,,https://live.euronext.com/en/product/equities/NL0015000GX8-XAMS/envipco/envi/quotes,,2021,,,,,,,,,38.444천 유로,,,2.100천 유로,,0천 유로,,,,,726천 유로,,,,,,,,,,,,"5020, Industrial Goods and Services","5020, Industrial Goods and Services","50202030, Electronic Equipment: Pollution Control","50202030, Electronic Equipment: Pollution Control",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,ENVI,,2.61 EUR,3.00 EUR,3.00 EUR,,4.25 EUR,,,,"6,282",120.194M,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSEUROPEAN HEALTHCARE ACQUISITION 1 GROWTH COMPANY B.V. TREASURY SHARES,EUROPEAN HEALTHCARE ACQUISITION 1 GROWTH COMPANY B.V. TREASURY SHARES,EUROPEAN HEALTHCARE ACQUISITION 1 GROWTH COMPANY B.V. TREASURY SHARES,EUROPEAN HEALTHCARE ACQUISITION 1 GROWTH COMPANY B.V. TREASURY SHARES(English: EUROPEAN HEALTHCARE ACQUISITION 1 GROWTH COMPANY B.V. TREASURY SHARES) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,EUROPEAN HEALTHCARE ACQUISITION 1 GROWTH COMPANY B.V. TREASURY SHARES(English: EUROPEAN HEALTHCARE ACQUISITION 1 GROWTH COMPANY B.V. TREASURY SHARES) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,EUROPEAN HEALTHCARE ACQUISITION 1 GROWTH COMPANY B.V. TREASURY SHARES(English: EUROPEAN HEALTHCARE ACQUISITION 1 GROWTH COMPANY B.V. TREASURY SHARES) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,EUROPEAN HEALTHCARE ACQUISITION 1 GROWTH COMPANY B.V. TREASURY SHARES(English: EUROPEAN HEALTHCARE ACQUISITION 1 GROWTH COMPANY B.V. TREASURY SHARES) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,,,,,,,https://live.euronext.com/en/product/equities/NL0015000K02-XAMS/ehc-treas-shares/ehct/quotes,,,,,,Nederland,Netherlands,"Nederland, Europe","Netherlands, Europe",,,,,Active,,,CONTACT,CONTACT,EUROPEAN HEALTHCARE ACQUISITION 1 GROWTH COMPANY B.V. TREASURY SHARES,,,https://live.euronext.com/en/product/equities/NL0015000K02-XAMS/ehc-treas-shares/ehct/quotes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3020, Financial Services","3020, Financial Services","30205000, Open End and Miscellaneous Investment Vehicles","30205000, Open End and Miscellaneous Investment Vehicles",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,EHCT,,,,,,,,,,,,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSEUROPEAN HEALTHCARE ACQUISITION 1 GROWTH COMPANY B.V. TREASURY SHARES,EUROPEAN HEALTHCARE ACQUISITION 1 GROWTH COMPANY B.V. TREASURY SHARES,EUROPEAN HEALTHCARE ACQUISITION 1 GROWTH COMPANY B.V. TREASURY SHARES,EUROPEAN HEALTHCARE ACQUISITION 1 GROWTH COMPANY B.V. TREASURY SHARES(English: EUROPEAN HEALTHCARE ACQUISITION 1 GROWTH COMPANY B.V. TREASURY SHARES) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,EUROPEAN HEALTHCARE ACQUISITION 1 GROWTH COMPANY B.V. TREASURY SHARES(English: EUROPEAN HEALTHCARE ACQUISITION 1 GROWTH COMPANY B.V. TREASURY SHARES) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,EUROPEAN HEALTHCARE ACQUISITION 1 GROWTH COMPANY B.V. TREASURY SHARES(English: EUROPEAN HEALTHCARE ACQUISITION 1 GROWTH COMPANY B.V. TREASURY SHARES) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,EUROPEAN HEALTHCARE ACQUISITION 1 GROWTH COMPANY B.V. TREASURY SHARES(English: EUROPEAN HEALTHCARE ACQUISITION 1 GROWTH COMPANY B.V. TREASURY SHARES) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,,,,,,,https://live.euronext.com/en/product/equities/NL0015000K02-XAMS/ehc-treas-shares/ehct/quotes,,,,,,Nederland,Netherlands,"Nederland, Europe","Netherlands, Europe",,,,,Active,,,CONTACT,CONTACT,EUROPEAN HEALTHCARE ACQUISITION 1 GROWTH COMPANY B.V. TREASURY SHARES,,,https://live.euronext.com/en/product/equities/NL0015000K02-XAMS/ehc-treas-shares/ehct/quotes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3020, Financial Services","3020, Financial Services","30205000, Open End and Miscellaneous Investment Vehicles","30205000, Open End and Miscellaneous Investment Vehicles",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,EHCT,,,,,,,,,,,,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSEUROPEAN HEALTHCARE ACQUISITION & GROWTH COMPANY B.V. WARRANTS,EUROPEAN HEALTHCARE ACQUISITION & GROWTH COMPANY B.V. WARRANTS,EUROPEAN HEALTHCARE ACQUISITION & GROWTH COMPANY B.V. WARRANTS,EUROPEAN HEALTHCARE ACQUISITION & GROWTH COMPANY B.V. WARRANTS(English: EUROPEAN HEALTHCARE ACQUISITION & GROWTH COMPANY B.V. WARRANTS) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,EUROPEAN HEALTHCARE ACQUISITION & GROWTH COMPANY B.V. WARRANTS(English: EUROPEAN HEALTHCARE ACQUISITION & GROWTH COMPANY B.V. WARRANTS) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,EUROPEAN HEALTHCARE ACQUISITION & GROWTH COMPANY B.V. WARRANTS(English: EUROPEAN HEALTHCARE ACQUISITION & GROWTH COMPANY B.V. WARRANTS) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,EUROPEAN HEALTHCARE ACQUISITION & GROWTH COMPANY B.V. WARRANTS(English: EUROPEAN HEALTHCARE ACQUISITION & GROWTH COMPANY B.V. WARRANTS) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,,,,,,,https://live.euronext.com/en/product/equities/NL0015000K28-XAMS/ehc-warrants/ehcw/quotes,,,,,,Nederland,Netherlands,"Nederland, Europe","Netherlands, Europe",,,,,Active,,,CONTACT,CONTACT,EUROPEAN HEALTHCARE ACQUISITION & GROWTH COMPANY B.V. WARRANTS,,,https://live.euronext.com/en/product/equities/NL0015000K28-XAMS/ehc-warrants/ehcw/quotes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3020, Financial Services","3020, Financial Services","30205000, Open End and Miscellaneous Investment Vehicles","30205000, Open End and Miscellaneous Investment Vehicles",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,EHCW,,0.25 EUR,0.25 EUR,0.25 EUR,,0.25 EUR,,,,11,1.667M,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSEUROPEAN HEALTHCARE ACQUISITION & GROWTH COMPANY B.V. WARRANTS,EUROPEAN HEALTHCARE ACQUISITION & GROWTH COMPANY B.V. WARRANTS,EUROPEAN HEALTHCARE ACQUISITION & GROWTH COMPANY B.V. WARRANTS,EUROPEAN HEALTHCARE ACQUISITION & GROWTH COMPANY B.V. WARRANTS(English: EUROPEAN HEALTHCARE ACQUISITION & GROWTH COMPANY B.V. WARRANTS) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,EUROPEAN HEALTHCARE ACQUISITION & GROWTH COMPANY B.V. WARRANTS(English: EUROPEAN HEALTHCARE ACQUISITION & GROWTH COMPANY B.V. WARRANTS) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands).,EUROPEAN HEALTHCARE ACQUISITION & GROWTH COMPANY B.V. WARRANTS(English: EUROPEAN HEALTHCARE ACQUISITION & GROWTH COMPANY B.V. WARRANTS) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,EUROPEAN HEALTHCARE ACQUISITION & GROWTH COMPANY B.V. WARRANTS(English: EUROPEAN HEALTHCARE ACQUISITION & GROWTH COMPANY B.V. WARRANTS) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). You can find more information on company's website.,,,,,,,https://live.euronext.com/en/product/equities/NL0015000K28-XAMS/ehc-warrants/ehcw/quotes,,,,,,Nederland,Netherlands,"Nederland, Europe","Netherlands, Europe",,,,,Active,,,CONTACT,CONTACT,EUROPEAN HEALTHCARE ACQUISITION & GROWTH COMPANY B.V. WARRANTS,,,https://live.euronext.com/en/product/equities/NL0015000K28-XAMS/ehc-warrants/ehcw/quotes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3020, Financial Services","3020, Financial Services","30205000, Open End and Miscellaneous Investment Vehicles","30205000, Open End and Miscellaneous Investment Vehicles",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,EHCW,,0.25 EUR,0.25 EUR,0.25 EUR,,0.25 EUR,,,,11,1.667M,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSAZERION GROUP N.V.,AZERION GROUP N.V.,AZERION GROUP N.V.,AZERION GROUP N.V.(English: AZERION GROUP N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: Boeing Avenue 30,AZERION GROUP N.V.(English: AZERION GROUP N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: Boeing Avenue 30,AZERION GROUP N.V.(English: AZERION GROUP N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 0K Euros. You can find more information on company's website. Company Address: Boeing Avenue 30,AZERION GROUP N.V.(English: AZERION GROUP N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 0K Euros. You can find more information on company's website. Company Address: Boeing Avenue 30,,,,,,,https://www.azerion.com,,,,,,Boeing Avenue 30,Boeing Avenue 30,NL-1119 PE Schiphol-Rijk,NL-1119 PE Schiphol-Rijk,,,,,Active,,,CONTACT,CONTACT,AZERION GROUP N.V.,,,IR@azerion.com,,2021,,,,,,,,,0천 유로,,,308.053천 유로,,,,,,,8.378천 유로,,,,,,,,,,,,"4020, Consumer Products and Services","4020, Consumer Products and Services","40203040, Electronic Entertainment","40203040, Electronic Entertainment",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,AZRN,,8.30 EUR,8.56 EUR,9.00 EUR,,10.90 EUR,,,,319,1.507B,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSAZERION GROUP N.V.,AZERION GROUP N.V.,AZERION GROUP N.V.,AZERION GROUP N.V.(English: AZERION GROUP N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: Boeing Avenue 30,AZERION GROUP N.V.(English: AZERION GROUP N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: Boeing Avenue 30,AZERION GROUP N.V.(English: AZERION GROUP N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 0K Euros. You can find more information on company's website. Company Address: Boeing Avenue 30,AZERION GROUP N.V.(English: AZERION GROUP N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 0K Euros. You can find more information on company's website. Company Address: Boeing Avenue 30,,,,,,,https://www.azerion.com,,,,,,Boeing Avenue 30,Boeing Avenue 30,NL-1119 PE Schiphol-Rijk,NL-1119 PE Schiphol-Rijk,,,,,Active,,,CONTACT,CONTACT,AZERION GROUP N.V.,,,IR@azerion.com,,2021,,,,,,,,,0천 유로,,,308.053천 유로,,,,,,,8.378천 유로,,,,,,,,,,,,"4020, Consumer Products and Services","4020, Consumer Products and Services","40203040, Electronic Entertainment","40203040, Electronic Entertainment",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,AZRN,,8.30 EUR,8.56 EUR,9.00 EUR,,10.90 EUR,,,,42,1.507B,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSJUST EAT TAKEAWAY.COM N.V.,JUST EAT TAKEAWAY.COM N.V.,JUST EAT TAKEAWAY.COM N.V.,JUST EAT TAKEAWAY.COM N.V.(English: JUST EAT TAKEAWAY.COM N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: Piet Heinkade 61,JUST EAT TAKEAWAY.COM N.V.(English: JUST EAT TAKEAWAY.COM N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: Piet Heinkade 61,JUST EAT TAKEAWAY.COM N.V.(English: JUST EAT TAKEAWAY.COM N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 4.495.000K Euros. You can find more information on company's website. Company Address: Piet Heinkade 61,JUST EAT TAKEAWAY.COM N.V.(English: JUST EAT TAKEAWAY.COM N.V.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 4.495.000K Euros. You can find more information on company's website. Company Address: Piet Heinkade 61,,,,+31 6 143 154 79,,,https://www.justeattakeaway.com,,,,,,Piet Heinkade 61,Piet Heinkade 61,NL-1019 GM Amsterdam,NL-1019 GM Amsterdam,,,,,Active,Joris Wilton,Joris Wilton,CONTACT,CONTACT,JUST EAT TAKEAWAY.COM N.V.,,,ir@justeattakeaway.com,,2021,,,,,,,,,4.495.000천 유로,,,-939.000천 유로,,72.000천 유로,,,,,-1.044.000천 유로,,,,,,,,,,,,"1010, Technology","1010, Technology","10101020, Consumer Digital Services","10101020, Consumer Digital Services",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,JDEP,,19.614 EUR,20.825 EUR,27.485 EUR,,83.56 EUR,,,,"14,402,741",4.216B,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSMAJOREL GROUP LUXEMBOURG S.A.,MAJOREL GROUP LUXEMBOURG S.A.,MAJOREL GROUP LUXEMBOURG S.A.,MAJOREL GROUP LUXEMBOURG S.A.(English: MAJOREL GROUP LUXEMBOURG S.A.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: 18 Boulevard de Kockelscheuer,MAJOREL GROUP LUXEMBOURG S.A.(English: MAJOREL GROUP LUXEMBOURG S.A.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: 18 Boulevard de Kockelscheuer,MAJOREL GROUP LUXEMBOURG S.A.(English: MAJOREL GROUP LUXEMBOURG S.A.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 1.811.000K Euros. You can find more information on company's website. Company Address: 18 Boulevard de Kockelscheuer,MAJOREL GROUP LUXEMBOURG S.A.(English: MAJOREL GROUP LUXEMBOURG S.A.) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 1.811.000K Euros. You can find more information on company's website. Company Address: 18 Boulevard de Kockelscheuer,,,,,,,https://ir.majorel.com,,,,,,18 Boulevard de Kockelscheuer,18 Boulevard de Kockelscheuer,LU-1821 Luxembourg,LU-1821 Luxembourg,,,,,Active,Insa Calsow,Insa Calsow,CONTACT,CONTACT,MAJOREL GROUP LUXEMBOURG S.A.,,,ir@majorel.com,,2021,,,,,,,,,1.811.000천 유로,,,105.000천 유로,,2.000천 유로,,,,,80.000천 유로,,,,,,,,,,,,"5020, Industrial Goods and Services","5020, Industrial Goods and Services","50205020, Professional Business Support Services","50205020, Professional Business Support Services",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,BOLS,,25.55 EUR,27.35 EUR,30.60 EUR,,33.18 EUR,,,,"24,078",2.555B,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26
NLD,Nederland,Netherlands,UTC+01:00,Europe,912200000000 USD,17440000,서유럽,NLD XAMSNN GROUP,NN GROUP,NN GROUP,NN GROUP(English: NN GROUP) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: Schenkkade 65,NN GROUP(English: NN GROUP) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Address: Schenkkade 65,NN GROUP(English: NN GROUP) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 14.312.000K Euros. You can find more information on company's website. Company Address: Schenkkade 65,NN GROUP(English: NN GROUP) is a public company that is listed on EURONEXT AMSTERDAM(Netherlands). Their net sales were 14.312.000K Euros. You can find more information on company's website. Company Address: Schenkkade 65,,,,+31 70 513 03 03,,,https://www.nn-group.com,,,,,,Schenkkade 65,Schenkkade 65,PO Box 90504,PO Box 90504,,,,,Active,Jelmer Lantinga,Jelmer Lantinga,CONTACT,CONTACT,NN GROUP,,,jelmer.lantinga@nn-group.com,,2021,,,,,,,,,14.312.000천 유로,,,1.571.000천 유로,,21.433.000천 유로,,,,,,,,,,,,,,,,,"3030, Insurance","3030, Insurance","30301010, Life Insurance","30301010, Life Insurance",NL,Nederlands,Dutch,XAMS,EURONEXT AMSTERDAM,EURONEXT AMSTERDAM,NEWAY,,46.86 EUR,47.68 EUR,48.04 EUR,,53.00 EUR,,,,"3,354,444",14.527B,,,Netherlands,"Netherlands, Europe",,,,EUR,유로,Chris,EURONEXT,2022-05-26
