name,name_eng,description_short,description,founded_date,product,homepage,employee_cnt,revenue,ceo_name,email,tel,fax,address1,address2,post_code,facebook,youtube,logo,hash_tag,nation_id,industry_id,is_active,created_at,updated_at
Minda Corporation Limited,Minda Corporation Limited,"Minda Corporation Limited manufactures and sells automobile components and parts. It offers electronic and mechanical security systems, including ignition switch cum steering locks, smart key systems, mechatronic handles, and immobilizers systems; die casting components, such as aluminum high pressure die casting and compressor housing products; and starter motors and alternators. The company also provides information and connected systems comprising instrument clusters; wiring harnesses, steering roll connectors, and junction boxes; speed and exhaust gas temperature sensors; and various technology and IoT solutions. In addition, it offers plastics and interiors, which comprise side air vents, center consoles, console air vents, round louvers, center air vents, nozzle defrosters, door sashes, side air vents, oil pans, valve covers, and battery trays, as well as designs and develops related products; and aftermarket products, including filters, clutch plates, bearings, wiper blades, brake shoes, and cables. The company offers its products for two and three wheelers, passenger vehicles, commercial vehicles, and off roaders. It operates India, the rest of Asia, Europe, North America, and South America. The company was formerly known as Minda Switch Auto Pvt. Ltd. and changed its name to Minda Corporation Limited in 2007. Minda Corporation Limited was founded in 1958 and is headquartered in Gurugram, India.","Minda Corporation Limited manufactures and sells automobile components and parts. It offers electronic and mechanical security systems, including ignition switch cum steering locks, smart key systems, mechatronic handles, and immobilizers systems; die casting components, such as aluminum high pressure die casting and compressor housing products; and starter motors and alternators. The company also provides information and connected systems comprising instrument clusters; wiring harnesses, steering roll connectors, and junction boxes; speed and exhaust gas temperature sensors; and various technology and IoT solutions. In addition, it offers plastics and interiors, which comprise side air vents, center consoles, console air vents, round louvers, center air vents, nozzle defrosters, door sashes, side air vents, oil pans, valve covers, and battery trays, as well as designs and develops related products; and aftermarket products, including filters, clutch plates, bearings, wiper blades, brake shoes, and cables. The company offers its products for two and three wheelers, passenger vehicles, commercial vehicles, and off roaders. It operates India, the rest of Asia, Europe, North America, and South America. The company was formerly known as Minda Switch Auto Pvt. Ltd. and changed its name to Minda Corporation Limited in 2007. Minda Corporation Limited was founded in 1958 and is headquartered in Gurugram, India.",2011-12-29,Auto Parts,https://sparkminda.com,3066,29759400000,Shri. Ashok Minda,,9.11205E+11,,"D-6-11, Sector-59, Distt. G.B. Nagar","Noida, UTTAR PRADESH, IN",122016,https://sparkminda.com,https://sparkminda.com,https://financialmodelingprep.com/image-stock/MINDACORP.NS.png,"#Minda Corporation Limited, #Auto Parts, #Consumer Cyclical",9,1,TRUE,2022-05-20 0:00,2022-05-20 0:00
Elgi Rubber Company Limited,Elgi Rubber Company Limited,"Elgi Rubber Company Limited, together with its subsidiaries, engages in the manufacture and sale of reclaimed rubber, retreading machinery, and retread rubber in India and internationally. It offers tire retread and repair systems under the Jet brand name; buffing machine, air control, and dust collection systems, as well as hubs and rims under the CRS brand; retread auxiliary machines, exhaust, rubber dust handling, and monorail and tire handling equipment under the Armonas brand name; rasp blades, hubs, and spacers under the Pincott brand name; and brazed carbide tools under the Carbrasive brand name. The company also provides gums, adhesives, and sealants under the Midwest Rubber brand name; tire and tube repair products under the Westernweld name; reclaimed rubber under the Ecorr brand name; and coloured and black rubber compounds under the Rubber Compounding Holland brand. Elgi Rubber Company Limited was incorporated in 2006 and is headquartered in Coimbatore, India.","Elgi Rubber Company Limited, together with its subsidiaries, engages in the manufacture and sale of reclaimed rubber, retreading machinery, and retread rubber in India and internationally. It offers tire retread and repair systems under the Jet brand name; buffing machine, air control, and dust collection systems, as well as hubs and rims under the CRS brand; retread auxiliary machines, exhaust, rubber dust handling, and monorail and tire handling equipment under the Armonas brand name; rasp blades, hubs, and spacers under the Pincott brand name; and brazed carbide tools under the Carbrasive brand name. The company also provides gums, adhesives, and sealants under the Midwest Rubber brand name; tire and tube repair products under the Westernweld name; reclaimed rubber under the Ecorr brand name; and coloured and black rubber compounds under the Rubber Compounding Holland brand. Elgi Rubber Company Limited was incorporated in 2006 and is headquartered in Coimbatore, India.",1997-01-31,Auto Parts,https://www.elgirubber.com,454,3410090000,,,9.14222E+11,,"2000, Trichy Road, Singanallur","Coimbatore, TAMIL DU, IN",641005,https://www.elgirubber.com,https://www.elgirubber.com,https://financialmodelingprep.com/image-stock/ELGIRUBCO.NS.jpg,"#Elgi Rubber Company Limited, #Auto Parts, #Consumer Cyclical",9,1,TRUE,2022-05-20 0:00,2022-05-20 0:00
Rane Holdings Limited,Rane Holdings Limited,"Rane Holdings Limited, together with its subsidiaries, manufactures and markets automotive components for the transportation industry in India and internationally. It offers steering and suspension systems comprising manual steering gears, steering linkages, suspension components, hydraulic products, power steering fluid- power cruises, intermediate shafts, and universal joint assemblies; hydraulic power rack and pinion steering gear, power steering gear, and power steering pump assemblies; and electric power steering, solid steering, energy absorbing and collapsible, and tilt and telescopic steering columns. The company also provides valve train components, including engine valves, and valve guides and mechanical tappets, as well as large engine valves for power generation, marine, and special applications; friction material products, such as brake linings, disc pads, railways brake blocks, clutch facings, and commercial vehicle and sintered brake pads; and seat belts and air bags. In addition, it offers light metal casting products comprising hydraulic pinion housings, pump housings, EPAS outboard and pinion housings, luminaries, timing case covers, engine oil sumps, gear cases, brake and transmission housings, and valve and battery housings; telematics solutions; and aftermarket products consisting of chassis and engine parts. Further, the company provides occupant safety systems and connected mobility solutions. It primarily serves passenger and commercial vehicles, farm tractors, two-wheelers, and railways and stationary engines industry segments. Rane Holdings Limited exports its products. The company was formerly known as Rane (Madras) Limited and changed its name to Rane Holdings Limited in July 2004. Rane Holdings Limited was founded in 1929 and is headquartered in Chennai, India.","Rane Holdings Limited, together with its subsidiaries, manufactures and markets automotive components for the transportation industry in India and internationally. It offers steering and suspension systems comprising manual steering gears, steering linkages, suspension components, hydraulic products, power steering fluid- power cruises, intermediate shafts, and universal joint assemblies; hydraulic power rack and pinion steering gear, power steering gear, and power steering pump assemblies; and electric power steering, solid steering, energy absorbing and collapsible, and tilt and telescopic steering columns. The company also provides valve train components, including engine valves, and valve guides and mechanical tappets, as well as large engine valves for power generation, marine, and special applications; friction material products, such as brake linings, disc pads, railways brake blocks, clutch facings, and commercial vehicle and sintered brake pads; and seat belts and air bags. In addition, it offers light metal casting products comprising hydraulic pinion housings, pump housings, EPAS outboard and pinion housings, luminaries, timing case covers, engine oil sumps, gear cases, brake and transmission housings, and valve and battery housings; telematics solutions; and aftermarket products consisting of chassis and engine parts. Further, the company provides occupant safety systems and connected mobility solutions. It primarily serves passenger and commercial vehicles, farm tractors, two-wheelers, and railways and stationary engines industry segments. Rane Holdings Limited exports its products. The company was formerly known as Rane (Madras) Limited and changed its name to Rane Holdings Limited in July 2004. Rane Holdings Limited was founded in 1929 and is headquartered in Chennai, India.",1995-01-13,Auto Parts,https://www.ranegroup.com,91,20106200000,,,9.14428E+11,,"132, Maithri, Cathedral Road","Chennai, TAMIL DU, IN",600086,https://www.ranegroup.com,https://www.ranegroup.com,https://financialmodelingprep.com/image-stock/RANEHOLDIN.NS.png,"#Rane Holdings Limited, #Auto Parts, #Consumer Cyclical",9,1,TRUE,2022-05-20 0:00,2022-05-20 0:00
Fiem Industries Limited,Fiem Industries Limited,"Fiem Industries Limited manufactures and supplies automotive lighting and signaling equipment, rear view mirrors, and sheet metal and plastic parts in India and internationally. It operates in two segments, Automotive and Others. The company offers head, tail, blinker, and fog lamps; rear fender assemblies; and LED display panels. It also provides sheet metal components for motorized vehicles; and plastic molded parts. In addition, the company offers prismatic mirrors; LED luminaries/LED products for general lighting applications; and LED integrated passenger information systems for buses, railways, etc. Its customers include two-wheeler and four-wheeler original equipment manufacturers. The company was incorporated in 1989 and is headquartered in New Delhi, India.","Fiem Industries Limited manufactures and supplies automotive lighting and signaling equipment, rear view mirrors, and sheet metal and plastic parts in India and internationally. It operates in two segments, Automotive and Others. The company offers head, tail, blinker, and fog lamps; rear fender assemblies; and LED display panels. It also provides sheet metal components for motorized vehicles; and plastic molded parts. In addition, the company offers prismatic mirrors; LED luminaries/LED products for general lighting applications; and LED integrated passenger information systems for buses, railways, etc. Its customers include two-wheeler and four-wheeler original equipment manufacturers. The company was incorporated in 1989 and is headquartered in New Delhi, India.",2006-10-18,Auto Parts,https://fiemindustries.com,2210,12076467000,,,9.11302E+11,,"D-34, Dsidc Packaging Complex, Kirti Nagar","SONEPAT, HARYA, IN",110037,https://fiemindustries.com,https://fiemindustries.com,https://financialmodelingprep.com/image-stock/FIEMIND.NS.png,"#Fiem Industries Limited, #Auto Parts, #Consumer Cyclical",9,1,TRUE,2022-05-20 0:00,2022-05-20 0:00
Bharat Forge Limited,Bharat Forge Limited,"Bharat Forge Limited manufactures and sells forged and machined components in India and internationally. It operates in two segments, Forgings and Others. The company offers automotive components, including crankshafts, connecting rods, emission/after treatment, fuel injection systems, chassis, and transmission and driveline components; and power generation components for thermal, hydro, and wind energy. It also provides oil and gas forging products, such as subsea, surface, and drilling components; rail products comprising engine and bogie components, turbochargers, and power electronics; and marine products that include crankshafts, connecting rods, and propeller shafts. In addition, the company offers various components for the aviation sector, such as fan blades, compressors, turbines, aero structures, and landing gear components; construction and mining products, including track links, front spindles, machined crankshafts, and injector bodies; and electric power-train products, such as full powertrain solutions, systems and sub systems, and parts for powertrain. Further, it designs engineering and product development solutions. The company was incorporated in 1961 and is headquartered in Pune, India.","Bharat Forge Limited manufactures and sells forged and machined components in India and internationally. It operates in two segments, Forgings and Others. The company offers automotive components, including crankshafts, connecting rods, emission/after treatment, fuel injection systems, chassis, and transmission and driveline components; and power generation components for thermal, hydro, and wind energy. It also provides oil and gas forging products, such as subsea, surface, and drilling components; rail products comprising engine and bogie components, turbochargers, and power electronics; and marine products that include crankshafts, connecting rods, and propeller shafts. In addition, the company offers various components for the aviation sector, such as fan blades, compressors, turbines, aero structures, and landing gear components; construction and mining products, including track links, front spindles, machined crankshafts, and injector bodies; and electric power-train products, such as full powertrain solutions, systems and sub systems, and parts for powertrain. Further, it designs engineering and product development solutions. The company was incorporated in 1961 and is headquartered in Pune, India.",1994-11-03,Auto Parts,https://www.bharatforge.com,4394,60822370000,,,9.12067E+11,,"Pune Cantonment, Mundhwa","Pune, MAHARASHTRA, IN",411036,https://www.bharatforge.com,https://www.bharatforge.com,https://financialmodelingprep.com/image-stock/BHARATFORG.NS.png,"#Bharat Forge Limited, #Auto Parts, #Consumer Cyclical",9,1,TRUE,2022-05-20 0:00,2022-05-20 0:00
Steel Strips Wheels Limited,Steel Strips Wheels Limited,"Steel Strips Wheels Limited engages in the design, manufacture, and sale of steel wheel rims and alloy wheel rims for automotive vehicles in India and internationally. It offers its products for two and three wheelers, cars, multi utility vehicles, tractors, commercial vehicles, OTR vehicles, and trailers and caravan vehicles. The company was incorporated in 1985 and is headquartered in Chandigarh, India.","Steel Strips Wheels Limited engages in the design, manufacture, and sale of steel wheel rims and alloy wheel rims for automotive vehicles in India and internationally. It offers its products for two and three wheelers, cars, multi utility vehicles, tractors, commercial vehicles, OTR vehicles, and trailers and caravan vehicles. The company was incorporated in 1985 and is headquartered in Chandigarh, India.",2005-06-06,Auto Parts,https://sswlindia.com,2171,17399461000,,,9.11723E+11,,"S.C.O. 49-50, Sector 26, Madhya Marg","Chandigarh, CHANDIGARH, IN",160019,https://sswlindia.com,https://sswlindia.com,https://financialmodelingprep.com/image-stock/SSWL.NS.jpg,"#Steel Strips Wheels Limited, #Auto Parts, #Consumer Cyclical",9,1,TRUE,2022-05-20 0:00,2022-05-20 0:00
Pricol Limited,Pricol Limited,"Pricol Limited, together with its subsidiaries, manufactures and sells instrument clusters and other allied automobile components to original equipment manufacturers and replacement markets primarily in India. The company provides driver information systems and sensors, including fuel level sensors, speed and position sensors, pressure sensors and switches, temperature sensors and switches, body control modules, and oxygen sensors; and pumps and allied products, such as auto decompression units, auto fuel cocks, chain tensioners, fuel feed pumps, fuel pump modules, oil pumps, pressure relief valves, exhaust gas recirculation valves, water pumps, electric water pumps, cabin tilt systems, and automated lubrication systems. In addition, it offers telematics solutions comprising OBD II telematics products, intelligent transportation systems, and off-road equipment construction solutions; and wiping systems, including front wiper motors, rear wiper motors, compact front wiper motors, new concept rear wiper motors, and heavy duty wiper systems. The company provides its products for two wheelers, three wheelers, four wheelers, commercial vehicles, tractors, and off-road vehicles, as well as for heavy duty industrial and construction equipment applications. It also exports its products. The company was formerly known as Pricol Pune Limited and changed its name to Pricol Limited in November 2016. Pricol Limited was founded in 1975 and is headquartered in Coimbatore, India.","Pricol Limited, together with its subsidiaries, manufactures and sells instrument clusters and other allied automobile components to original equipment manufacturers and replacement markets primarily in India. The company provides driver information systems and sensors, including fuel level sensors, speed and position sensors, pressure sensors and switches, temperature sensors and switches, body control modules, and oxygen sensors; and pumps and allied products, such as auto decompression units, auto fuel cocks, chain tensioners, fuel feed pumps, fuel pump modules, oil pumps, pressure relief valves, exhaust gas recirculation valves, water pumps, electric water pumps, cabin tilt systems, and automated lubrication systems. In addition, it offers telematics solutions comprising OBD II telematics products, intelligent transportation systems, and off-road equipment construction solutions; and wiping systems, including front wiper motors, rear wiper motors, compact front wiper motors, new concept rear wiper motors, and heavy duty wiper systems. The company provides its products for two wheelers, three wheelers, four wheelers, commercial vehicles, tractors, and off-road vehicles, as well as for heavy duty industrial and construction equipment applications. It also exports its products. The company was formerly known as Pricol Pune Limited and changed its name to Pricol Limited in November 2016. Pricol Limited was founded in 1975 and is headquartered in Coimbatore, India.",2017-02-10,Auto Parts,https://www.pricol.com,5000,14131134000,,,9.14224E+11,,109 Race Course,"Coimbatore, TAMIL DU, IN",641018,https://www.pricol.com,https://www.pricol.com,https://financialmodelingprep.com/image-stock/PRICOLLTD.NS.png,"#Pricol Limited, #Auto Parts, #Consumer Cyclical",9,1,TRUE,2022-05-20 0:00,2022-05-20 0:00
Sintex Plastics Technology Limited,Sintex Plastics Technology Limited,"Sintex Plastics Technology Limited, together with its subsidiaries, manufactures and sells plastic products in India, the United States, and Europe. The company operates through two segments, Custom Moulding Business; and Infra, Prefab & Other Business. It offers water storage, interior, electrical and SMC, environmental and green, and industrial plastic products; prefabs for various applications; and automobile parts, such as trims and pillars, exterior trims, radiator grills, instrument panel, integrated design and engineering, small precision parts, under the hood and assembly parts, two-wheeler parts, and other products. The company is also involved in the trading of custom moulded plastics products. The company was formerly known as NEEV Educare Limited. The company was founded in 1931 and is headquartered in Kalol, India.","Sintex Plastics Technology Limited, together with its subsidiaries, manufactures and sells plastic products in India, the United States, and Europe. The company operates through two segments, Custom Moulding Business; and Infra, Prefab & Other Business. It offers water storage, interior, electrical and SMC, environmental and green, and industrial plastic products; prefabs for various applications; and automobile parts, such as trims and pillars, exterior trims, radiator grills, instrument panel, integrated design and engineering, small precision parts, under the hood and assembly parts, two-wheeler parts, and other products. The company is also involved in the trading of custom moulded plastics products. The company was formerly known as NEEV Educare Limited. The company was founded in 1931 and is headquartered in Kalol, India.",2017-08-08,Auto Parts,https://www.sintexplastics.com,1956,8576600000,,,9.12764E+11,,"Sintex Plastics Technology Ltd., Kalol (N. Gujarat)","GANDHIGAR, GUJARAT, IN",382721,https://www.sintexplastics.com,https://www.sintexplastics.com,https://financialmodelingprep.com/image-stock/SPTL.NS.png,"#Sintex Plastics Technology Limited, #Auto Parts, #Consumer Cyclical",9,1,TRUE,2022-05-20 0:00,2022-05-20 0:00
Birla Tyres Limited,Birla Tyres Limited,"Birla Tyres Limited manufactures and sells tires in India. The company serves original equipment manufacturers, which include scooter, motorcycle, 3-wheeler, and commercial vehicle manufacturers. It offers its products through dealers. The company also exports its products to approximately 20 countries, including Bangladesh, the Philippines, Sri Lanka, and Vietnam, as well as Africa, Asia, the Middle East, and South America. The company was founded in 1991 and is headquartered in Kolkata, India.","Birla Tyres Limited manufactures and sells tires in India. The company serves original equipment manufacturers, which include scooter, motorcycle, 3-wheeler, and commercial vehicle manufacturers. It offers its products through dealers. The company also exports its products to approximately 20 countries, including Bangladesh, the Philippines, Sri Lanka, and Vietnam, as well as Africa, Asia, the Middle East, and South America. The company was founded in 1991 and is headquartered in Kolkata, India.",2020-02-10,Auto Parts,https://www.birlatyre.com,1706,54164000,,,9.13323E+11,,"Birla Building, 7th Floor, 9/1 R.N. Mukherjee Road","Kolkata, WEST BENGAL, IN",700001,https://www.birlatyre.com,https://www.birlatyre.com,https://financialmodelingprep.com/image-stock/BIRLATYRE.NS.png,"#Birla Tyres Limited, #Auto Parts, #Consumer Cyclical",9,1,TRUE,2022-05-20 0:00,2022-05-20 0:00
JBM Auto Limited,JBM Auto Limited,"JBM Auto Limited manufactures and sells auto components, tools, and buses in India and internationally. It operates through three segments: Sheet Metal Components, Assemblies & Sub-assemblies (Component Division); Tool, Dies & Moulds (Tool Room Division); and OEM Division. The company offers auto components, systems, and assemblies, such as BIW parts, including cross car beams; chassis and suspension systems comprising skin panels; and tools and dies for turnkey projects. It also designs, develops, manufactures, assembles, and sells CNG, diesel, and electric buses, as well as related parts, accessories, and maintenance contracts. The company was incorporated in 1996 and is based in Gurugram, India.","JBM Auto Limited manufactures and sells auto components, tools, and buses in India and internationally. It operates through three segments: Sheet Metal Components, Assemblies & Sub-assemblies (Component Division); Tool, Dies & Moulds (Tool Room Division); and OEM Division. The company offers auto components, systems, and assemblies, such as BIW parts, including cross car beams; chassis and suspension systems comprising skin panels; and tools and dies for turnkey projects. It also designs, develops, manufactures, assembles, and sells CNG, diesel, and electric buses, as well as related parts, accessories, and maintenance contracts. The company was incorporated in 1996 and is based in Gurugram, India.",2004-12-17,Auto Parts,https://www.jbm-group.com/JBM-Auto-Ltd.php,1981,31930500000,,,9.11245E+11,,"Plot No. 9, Institutional Area,, Sector -44","Gurgaon, HARYA, IN",122003,https://www.jbm-group.com/JBM-Auto-Ltd.php,https://www.jbm-group.com/JBM-Auto-Ltd.php,https://financialmodelingprep.com/image-stock/JBMA.NS.jpg,"#JBM Auto Limited, #Auto Parts, #Consumer Cyclical",9,1,TRUE,2022-05-20 0:00,2022-05-20 0:00
Munjal Auto Industries Limited,Munjal Auto Industries Limited,"Munjal Auto Industries Limited manufactures and sells various parts and accessories for motor vehicles in India. It operates through Auto Components and Composite Products & Molds segments. The company offers exhaust systems, spoke wheel rims, and steel wheel rims for two-three wheelers, three-wheelers, and passenger cars; and fuel tank assemblies, seat structure systems, and other products for four-wheelers. It also provides sheet metal and tubular welded components. The company serves automotive, renewable energy, aerospace, defense, space, railways, and other engineering sectors. The company was incorporated in 1985 and is based in Gurugram, India. Munjal Auto Industries Limited is a subsidiary of Thakurdevi Investments Private Limited.","Munjal Auto Industries Limited manufactures and sells various parts and accessories for motor vehicles in India. It operates through Auto Components and Composite Products & Molds segments. The company offers exhaust systems, spoke wheel rims, and steel wheel rims for two-three wheelers, three-wheelers, and passenger cars; and fuel tank assemblies, seat structure systems, and other products for four-wheelers. It also provides sheet metal and tubular welded components. The company serves automotive, renewable energy, aerospace, defense, space, railways, and other engineering sectors. The company was incorporated in 1985 and is based in Gurugram, India. Munjal Auto Industries Limited is a subsidiary of Thakurdevi Investments Private Limited.",2003-09-04,Auto Parts,https://www.munjalauto.com,1278,21154614000,,,9.11244E+11,,"301, 3rd Floor, Galleria Tower,, DLF Ph IV","Rewari, HARYA, IN",122011,https://www.munjalauto.com,https://www.munjalauto.com,https://financialmodelingprep.com/image-stock/MUNJALAU.NS.png,"#Munjal Auto Industries Limited, #Auto Parts, #Consumer Cyclical",9,1,TRUE,2022-05-20 0:00,2022-05-20 0:00
Igarashi Motors India Limited,Igarashi Motors India Limited,"Igarashi Motors India Limited manufactures and sells electric micro motors and its accessories for the automotive sector in India, the United States, Japan, Germany, Hong Kong, and internationally. Its products include electric DC micro motors, and stamping and motor components. The company was formerly known as CG Igarashi Motors Limited and changed its name to Igarashi Motors India Limited in July 2003. The company was incorporated in 1992 and is based in Chennai, India. Igarashi Motors India Limited is a subsidiary of Agile Electric Sub Assembly Pvt Ltd.","Igarashi Motors India Limited manufactures and sells electric micro motors and its accessories for the automotive sector in India, the United States, Japan, Germany, Hong Kong, and internationally. Its products include electric DC micro motors, and stamping and motor components. The company was formerly known as CG Igarashi Motors Limited and changed its name to Igarashi Motors India Limited in July 2003. The company was incorporated in 1992 and is based in Chennai, India. Igarashi Motors India Limited is a subsidiary of Agile Electric Sub Assembly Pvt Ltd.",1994-01-10,Auto Parts,https://www.igarashimotors.com,667,5202989000,,,9.14442E+11,,"Plot No.B-12, B-15, Phase-II, MEPZ, Tambaram","Chennai, TAMIL DU, IN",600045,https://www.igarashimotors.com,https://www.igarashimotors.com,https://financialmodelingprep.com/image-stock/IGARASHI.NS.png,"#Igarashi Motors India Limited, #Auto Parts, #Consumer Cyclical",9,1,TRUE,2022-05-20 0:00,2022-05-20 0:00
CEAT Limited,CEAT Limited,"CEAT Limited manufactures and sells automotive tires, tubes, and flaps in India and internationally. The company offers rubber tires and tubes for scooters, bikes, three wheelers, cars, buses, LCVs, trucks, and tractors. CEAT Limited also exports its products to approximately 100 countries. The company was formerly known as CEAT Tyres of India Limited and changed its name to CEAT Limited in 1990. CEAT Limited was incorporated in 1958 and is headquartered in Mumbai, India.","CEAT Limited manufactures and sells automotive tires, tubes, and flaps in India and internationally. The company offers rubber tires and tubes for scooters, bikes, three wheelers, cars, buses, LCVs, trucks, and tractors. CEAT Limited also exports its products to approximately 100 countries. The company was formerly known as CEAT Tyres of India Limited and changed its name to CEAT Limited in 1990. CEAT Limited was incorporated in 1958 and is headquartered in Mumbai, India.",1994-11-03,Auto Parts,https://www.ceat.com,7529,93634100000,,,9.12225E+11,,"463,Dr. Annie Besant Road, Worli","Mumbai, MAHARASHTRA, IN",400030,https://www.ceat.com,https://www.ceat.com,https://financialmodelingprep.com/image-stock/CEATLTD.NS.png,"#CEAT Limited, #Auto Parts, #Consumer Cyclical",9,1,TRUE,2022-05-20 0:00,2022-05-20 0:00
India Motor Parts & Accessories Limited,India Motor Parts & Accessories Limited,"India Motor Parts & Accessories Limited, together with its subsidiary, sells and distributes automobile spare parts and accessories in India. It primarily offers oil seals; gaskets; hydraulic brake parts and brake fluid; clutch cover assembly and clutch driven plate; car fuel system components; fuel injection parts; crown wheel pinions; differential and transmission gears; auto cables; fan belts; radiators; shock absorbers, struts, engine bearings, Purolator filters, and PCVL rings; brake drums; head and tail lamps; axles shafts; auto electrical components; clutch plates and cover assemblies; instrument clusters and dashboard instruments; rod ends and steering joints; valves and valve guides; automotive bearings; brake and clutch facings; air brake components; high tensile fasteners, socket head cap screws, powder, and metallurgy products; water and oil pumps; automotive rubber components; tires and tubes; turbos chargers; spokes, nipples and kits; UJ crosses; wheel rims; prop shafts and components; and steering assembly and components. The company was incorporated in 1954 and is based in Chennai, India.","India Motor Parts & Accessories Limited, together with its subsidiary, sells and distributes automobile spare parts and accessories in India. It primarily offers oil seals; gaskets; hydraulic brake parts and brake fluid; clutch cover assembly and clutch driven plate; car fuel system components; fuel injection parts; crown wheel pinions; differential and transmission gears; auto cables; fan belts; radiators; shock absorbers, struts, engine bearings, Purolator filters, and PCVL rings; brake drums; head and tail lamps; axles shafts; auto electrical components; clutch plates and cover assemblies; instrument clusters and dashboard instruments; rod ends and steering joints; valves and valve guides; automotive bearings; brake and clutch facings; air brake components; high tensile fasteners, socket head cap screws, powder, and metallurgy products; water and oil pumps; automotive rubber components; tires and tubes; turbos chargers; spokes, nipples and kits; UJ crosses; wheel rims; prop shafts and components; and steering assembly and components. The company was incorporated in 1954 and is based in Chennai, India.",2005-10-07,Auto Parts,https://www.impal.net,783,5315300000,,,9.14429E+11,,"46 Sundaram Towers, Whites Road, Royapettah","Chennai, TAMIL DU, IN",600014,https://www.impal.net,https://www.impal.net,https://financialmodelingprep.com/image-stock/IMPAL.NS.jpg,"#India Motor Parts & Accessories Limited, #Auto Parts, #Consumer Cyclical",9,1,TRUE,2022-05-20 0:00,2022-05-20 0:00
Autolite (India) Limited,Autolite (India) Limited,"Autolite (India) Limited manufactures and sells automotive head lamps and halogen bulbs in India. It also provides work lamps, LED lamps, fog lamps, turn signal lamps, incandescent bulbs, and miniature bulbs; and auxiliary, agricultural equipment, rubber housing, rubber body work and spot, and round driving lamps, as well as machines, dies, and molds. In addition, the company manufactures electric vehicles, lithium ion battery packs, and solar products; wiring harness, rubber components, and sheet metal components; and paint and adhesives. The company serves original equipment manufacturers, as well as the replacement market. It also exports its products to approximately 55 countries, including the United States, Peru, Columbia, Egypt, South Africa, Iran, Saudi Arabia, Poland, Turkey, etc. The company was founded in 1970 and is headquartered in Jaipur, India.","Autolite (India) Limited manufactures and sells automotive head lamps and halogen bulbs in India. It also provides work lamps, LED lamps, fog lamps, turn signal lamps, incandescent bulbs, and miniature bulbs; and auxiliary, agricultural equipment, rubber housing, rubber body work and spot, and round driving lamps, as well as machines, dies, and molds. In addition, the company manufactures electric vehicles, lithium ion battery packs, and solar products; wiring harness, rubber components, and sheet metal components; and paint and adhesives. The company serves original equipment manufacturers, as well as the replacement market. It also exports its products to approximately 55 countries, including the United States, Peru, Columbia, Egypt, South Africa, Iran, Saudi Arabia, Poland, Turkey, etc. The company was founded in 1970 and is headquartered in Jaipur, India.",1994-09-29,Auto Parts,http://www.autopal.com,,1115331000,Shri. Dharam Gupta,,9.11412E+11,,"D-469, Road No. 9A, VKI Area","Jaipur, RAJASTHAN, IN",302013,http://www.autopal.com,http://www.autopal.com,https://financialmodelingprep.com/image-stock/AUTOLITIND.NS.png,"#Autolite (India) Limited, #Auto Parts, #Auto Components",9,1,FALSE,2022-05-20 0:00,2022-05-20 0:00
The Hi-Tech Gears Limited,The Hi-Tech Gears Limited,"The Hi-Tech Gears Limited manufactures and sells auto components to automobile manufacturers and Tier 1 and 2 suppliers in India, the United States, and internationally. It offers transmission and engine components, driveline components, steering linkage, power take off components, and engineering design services for two wheelers, light vehicles, commercial vehicles, and off highway vehicles, as well as engine gears. The company also develops products and services in the field of robotics, artificial intelligence, automotive embedded systems, and computer vision and biometrics. The Hi-Tech Gears Limited was incorporated in 1986 and is based in Gurugram, India.","The Hi-Tech Gears Limited manufactures and sells auto components to automobile manufacturers and Tier 1 and 2 suppliers in India, the United States, and internationally. It offers transmission and engine components, driveline components, steering linkage, power take off components, and engineering design services for two wheelers, light vehicles, commercial vehicles, and off highway vehicles, as well as engine gears. The company also develops products and services in the field of robotics, artificial intelligence, automotive embedded systems, and computer vision and biometrics. The Hi-Tech Gears Limited was incorporated in 1986 and is based in Gurugram, India.",2003-05-15,Auto Parts,https://www.thehitechgears.com,679,7275520000, Ravindra Ojha,,9.11245E+11,,"14th Floor, Tower-B, Millennium Plaza, Sushant Lok-I, Sector 27","Gurgaon, HARYA, IN",122009,https://www.thehitechgears.com,https://www.thehitechgears.com,https://financialmodelingprep.com/image-stock/HITECHGEAR.NS.png,"#The Hi-Tech Gears Limited, #Auto Parts, #Consumer Cyclical",9,1,TRUE,2022-05-20 0:00,2022-05-20 0:00
